adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
1 tab PO q4–6h,3–5 days,,,,uri_rash_adult,Acute viral URI with viral/allergic rash,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_28e9f6166134,,False,SWAP2,SWAP,BDS045630,FRM0005,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_eba12ce57b0c,,False,RX1,RX NOW,BDS046208,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_e8a834132b8a,,False,RX2,RX NOW,BDS004035,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_08b86817d1de,,False,SWAP1,SWAP,BDS001552,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_4b0503c1e0a5,,False,SWAP2,SWAP,BDS003679,FRM0010,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_3d0f421f2a58,,False,RX1,RX NOW,BDS046208,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_dab470bcef1f,,False,RX2,RX NOW,BDS004035,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_4ff046ed8e28,,False,SWAP1,SWAP,BDS001552,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_f47fd6e03f7c,,False,SWAP2,SWAP,BDS003679,FRM0010,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_9a00b65effd2,,False,RX1,RX NOW,BDS046208,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_93b70f13a439,,False,RX2,RX NOW,BDS004035,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_3fe22b87690e,,False,SWAP1,SWAP,BDS001552,FRM0010,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_irritation_adult,Eye irritation / dust exposure,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_265b567a7311,,False,SWAP2,SWAP,BDS003679,FRM0010,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_d6b79d2adeea,,False,RX1,RX NOW,BDS002042,FRM0011,False,False,
spray to affected area TID–QID,5 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_c4592b414394,,False,RX2,RX NOW,BDS003914,FRM0011,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_b3e790f54ef9,,False,SWAP1,SWAP,BDS003762,FRM0011,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_675536e084e1,,False,RX1,RX NOW,BDS002042,FRM0011,False,False,
spray to affected area TID–QID,5 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_5d1224d979d1,,False,RX2,RX NOW,BDS003914,FRM0011,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_7b54f610e22e,,False,SWAP1,SWAP,BDS003762,FRM0011,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_c72942b7c333,,False,RX1,RX NOW,BDS002042,FRM0011,False,False,
spray to affected area TID–QID,5 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_70dda0b607f5,,False,RX2,RX NOW,BDS003914,FRM0011,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_e3dfb8a917d7,,False,SWAP1,SWAP,BDS003762,FRM0011,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_e8fa649f2912,,False,RX1,RX NOW,BDS002042,FRM0011,False,False,
spray to affected area TID–QID,5 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_241bf6a06173,,False,RX2,RX NOW,BDS003914,FRM0011,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,musculoskeletal_pain_adult,Musculoskeletal pain / strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_d8c88560c330,,False,SWAP1,SWAP,BDS003762,FRM0011,False,False,
1 tab at migraine onset; may repeat once after 2 h,PRN,,,,migraine_adult,Migraine,False,False,source_missing_hide_from_rx,False,Eletriptan 40 mg.,gold_regimen_a30fc2991447,,False,RX1,RX NOW,BDS006840,FRM0012,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,migraine_adult,Migraine,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_1a08edb2f392,,False,RX2,RX NOW,BDS003762,FRM0012,False,False,
1 tab at migraine onset; may repeat once after 2 h,PRN,,,,migraine_adult,Migraine,False,False,source_missing_hide_from_rx,False,Eletriptan 40 mg.,gold_regimen_a9f387c797ff,,False,RX1,RX NOW,BDS006840,FRM0012,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,migraine_adult,Migraine,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_47d3160bdb3e,,False,RX2,RX NOW,BDS003762,FRM0012,False,False,
1 tab PO BID,5 days,,,,vertigo_adult,Peripheral vertigo / dizziness,False,False,source_missing_hide_from_rx,False,Betahistine dihydrochloride 24 mg.,gold_regimen_961d9f5a53f1,,False,RX1,RX NOW,BDS006571,FRM0013,False,False,
1 tab PO BID,5 days,,,,vertigo_adult,Peripheral vertigo / dizziness,False,False,source_missing_hide_from_rx,False,Betahistine dihydrochloride 24 mg.,gold_regimen_0b885309e6b6,,False,RX1,RX NOW,BDS006571,FRM0013,False,False,
apply to oral ulcer after meals and before bed,5 days,,,,oral_ulcer_adult,Oral ulcer / aphthous ulcer,False,False,source_missing_hide_from_rx,False,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,gold_regimen_71e3c5822d02,,False,RX1,RX NOW,BDS002430,FRM0014,False,False,
apply to oral ulcer after meals and before bed,5 days,,,,oral_ulcer_adult,Oral ulcer / aphthous ulcer,False,False,source_missing_hide_from_rx,False,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,gold_regimen_373f4c665a26,,False,RX1,RX NOW,BDS002430,FRM0014,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_3b495fb69516,,False,RX1,RX NOW,BDS003762,FRM0015,False,False,
1 tab PO q4–6h,3–5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_db3c4d262dd5,,False,RX2,RX NOW,BDS045630,FRM0015,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_0f0b59c3b25b,,False,RX3,RX NOW,BDS044320,FRM0015,False,False,
1 tab PO OD,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_20370352ad1f,,False,SWAP1,SWAP,BDS003747,FRM0015,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_013b0289de3e,,False,SWAP2,SWAP,BDS002215,FRM0015,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_9a380a751d8e,,False,RX1,RX NOW,BDS003762,FRM0015,False,False,
1 tab PO q4–6h,3–5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_1a8d53225200,,False,RX2,RX NOW,BDS045630,FRM0015,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_a7123c7e5cfc,,False,RX3,RX NOW,BDS044320,FRM0015,False,False,
1 tab PO OD,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_e8432e82581e,,False,SWAP1,SWAP,BDS003747,FRM0015,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_9cd933a198d6,,False,SWAP2,SWAP,BDS002215,FRM0015,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_2e83d6ca78a7,,False,RX1,RX NOW,BDS003762,FRM0015,False,False,
1 tab PO q4–6h,3–5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_50b16dd07220,,False,RX2,RX NOW,BDS045630,FRM0015,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_32955e95b12e,,False,RX3,RX NOW,BDS044320,FRM0015,False,False,
1 tab PO OD,5 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_b1beffd14784,,False,SWAP1,SWAP,BDS003747,FRM0015,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,common_cold_adult,Common cold / viral URI,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_7bd78d72a03c,,False,SWAP2,SWAP,BDS002215,FRM0015,False,False,
1 tab PO q4–6h,3 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_84237ac2e59d,,False,RX1,RX NOW,BDS045630,FRM0016,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_723ec3639d99,,False,RX2,RX NOW,BDS002215,FRM0016,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_00e28cf448e5,,False,RX3,RX NOW,BDS044320,FRM0016,False,False,
2 sprays/nostril OD,7–14 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_3543f4ecf974,,False,SWAP1,SWAP,BDS002805,FRM0016,False,False,
1 tab PO q4–6h,3 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_9ab18e067c82,,False,RX1,RX NOW,BDS045630,FRM0016,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_f74af8c6f18f,,False,RX2,RX NOW,BDS002215,FRM0016,False,False,
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_f76f54128196,,False,RX3,RX NOW,BDS044320,FRM0016,False,False,
2 sprays/nostril OD,7–14 days,,,,nasal_blockage_adult,Nasal blockage / congestion,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_b8652608c4b5,,False,SWAP1,SWAP,BDS002805,FRM0016,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_6ed219ac35ff,,False,RX1,RX NOW,BDS003762,FRM0017,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_7252af99a430,,False,RX2,RX NOW,BDS002042,FRM0017,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_cbebb42ab483,,False,RX1,RX NOW,BDS003762,FRM0017,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_d7a34037d9ef,,False,RX2,RX NOW,BDS002042,FRM0017,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_7abb2312cc4e,,False,RX1,RX NOW,BDS003762,FRM0017,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,viral_fever_bodyache_adult,Viral fever / body ache,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_4b6e0deae449,,False,RX2,RX NOW,BDS002042,FRM0017,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_5eb373ad10ec,,False,RX1,RX NOW,BDS001079,FRM0018,False,False,
1 cap PO OD–BID after meals,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_a88ba066d981,,False,RX2,RX NOW,BDS006054,FRM0018,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_32aa5b611e17,,False,RX1,RX NOW,BDS001079,FRM0018,False,False,
1 cap PO OD–BID after meals,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_5dac617ed9e4,,False,RX2,RX NOW,BDS006054,FRM0018,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_efea387cc411,,False,RX1,RX NOW,BDS001079,FRM0018,False,False,
1 cap PO OD–BID after meals,3 days,,,,abdominal_gas_bloating_adult,Generalized bloating / flatulence,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_66f98c01e487,,False,RX2,RX NOW,BDS006054,FRM0018,False,False,
1–2 tabs PO TID–QID PRN cramp,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Hyoscine-N-butylbromide 10 mg.,gold_regimen_d2748239d9a8,,False,RX1,RX NOW,BDS001283,FRM0019,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_ea79e20fc2ba,,False,RX2,RX NOW,BDS001079,FRM0019,False,False,
1–2 tabs PO TID–QID PRN cramp,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Hyoscine-N-butylbromide 10 mg.,gold_regimen_4494e9548507,,False,RX1,RX NOW,BDS001283,FRM0019,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_08e3567e29f9,,False,RX2,RX NOW,BDS001079,FRM0019,False,False,
1–2 tabs PO TID–QID PRN cramp,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Hyoscine-N-butylbromide 10 mg.,gold_regimen_7301dff960b0,,False,RX1,RX NOW,BDS001283,FRM0019,False,False,
1 chewable tab PO TID–QID,3 days,,,,abdominal_colic_adult,Abdominal colic / cramp,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_d839108a7f42,,False,RX2,RX NOW,BDS001079,FRM0019,False,False,
1 tab PO TID,3 days,,,,muscle_spasm_adult,Muscle spasm,False,False,source_missing_hide_from_rx,False,Tolperisone 50 mg.,gold_regimen_444ee0ee6ed2,,False,RX1,RX NOW,BDS001271,FRM0020,False,False,
1–2 tabs PO q4–6h PRN pain,3 days,,,,muscle_spasm_adult,Muscle spasm,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_98378dd0cfe1,,False,RX2,RX NOW,BDS003762,FRM0020,False,False,
spray to affected area TID–QID,5 days,,,,muscle_spasm_adult,Muscle spasm,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_e5dc05fdc8d1,,False,RX3,RX NOW,BDS003914,FRM0020,False,False,
