bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS003747,Telfast 180 mg (10 tabs),fexofenadine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040602,Biozole 150 mg (1 cap),fluconazole,Antifungals,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001910,Fucidin H Cream (5 g.),fusidic acid + hydrocortisone cream,Other antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001908,Fucicort Cream (5 g.),fusidic acid + steroid cream,Other antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001991,Fucidin Cream (5 g.),fusidic acid cream,Wound care & topical antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001847,Fucithalmic Eye Drops (5 g.),fusidic acid eye drops,Ophthalmic antibiotics,drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002003,Garamycin Cream (5 g.),gentamicin cream,Wound care & topical antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002411,Kamillosan-M Spray (15 ml.),herbal throat spray,Throat & oral care,spray,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006745,Antergan Cream (10 g.),hydrocortisone + mepyramine cream,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001283,Buscopan (10 tabs),hyoscine butylbromide,Antispasmodics & abdominal cramps,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002042,Gofen 400 (10 cap),ibuprofen,General analgesics & antipyretics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007542,Fungasin Cream เล็ก (5 g.),ketoconazole cream,Antifungals,topical,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008451,Funginox Solution (25 ml.),ketoconazole solution,Antifungals,topical,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003574,Strepsils Citrus Lemon SF HHR ซอง 6s (6 tabs),lozenge throat relief,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002805,Nasonex 60 doses (60 doses),mometasone nasal spray,Nasal sprays & decongestants,bottle,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003568,Synflex (6 tabs),naproxen,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007591,Noflox-400 (10 tabs),norfloxacin,UTI antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003721,Terramycin Ophthalmic Ointment (3.5 g.),ophthalmic antibiotic ointment,Ophthalmic antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002430,Kamistad-Gel N (10 g.),oral ulcer gel,Throat & oral care,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001238,Betadine Solution 15 ml (15 ml.),povidone iodine,Wound care & topical antibiotics,syrup / suspension,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007066,B.Roxi (10 tabs),roxithromycin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001248,Bioflor (1 sachet),saccharomyces boulardii,Antidiarrheals & GI adsorbents,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001468,Con Con (15 ml.),salicylic acid wart treatment,Wart treatment,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002043,Gaszym (10 tabs),simethicone + pancreatin,Digestive enzymes,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001271,Biocalm (10 tabs),tolperisone,Muscle relaxants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003118,Perskindol Classic Gel (100 ml.),topical pain rub,Topical pain relief & topical NSAIDs,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001057,Aristocort 0.02% (15 g.),triamcinolone cream,"Anti-itch, eczema & dermatitis topicals",tube,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007549,Kenalone Oral Paste 5 g (5 g.),triamcinolone oral paste,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001682,Diabederm Urea Cream 10% (35 g.),urea cream,Dry skin & emollients,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001683,Diabederm Urea Cream 20% (35 g.),urea cream,Dry skin & emollients,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008491,Vagicin (1 blister),vaginal mixed anti infective,Vaginal therapies,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046527,Plaivana Cream (35 g.),น้ำมันไพล,Topical pain relief & topical NSAIDs,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007967,Ziga Gas (240 ml.),เปล้าน้อย + สมุลแว้ง + ขมิ้นชัน + กานพลู,Carminatives & gas relief,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS068420,สเปรย์แก้ไอตราตะขาบ 5 ตัว (20 ml.),โง้วปวยจี้ + ชะเอมเทศ + รากบัวหลวง + เฮ้งยิ้ง,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001234,Berclomin tabs (10 tabs),Dicyclomine + Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_colic_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS040614,Bakamol 500 mg bottle 100s (100 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS040613,Bakamol 500 mg strip 10s (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS007047,Cemol 500 mg bottle 100s ฟ้า-ขาว (100 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS007041,Cemol 500 mg bottle 100s เม็ดกลม (100 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS007044,Cemol 500 mg strip 10s เม็ดรี (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS046505,Panadol Actifast (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003109,Para Cap bottle 100s (100 tabs),Paracetamol,General analgesics & antipyretics,capsule,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003108,Para Cap strip 10s (10 tabs),Paracetamol,General analgesics & antipyretics,capsule,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003753,Poro Suppository (5 sticks),Paracetamol,General analgesics & antipyretics,suppository,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003503,Sara เม็ดกลม แผง 10s (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003595,Sara เม็ดรี กระปุก 100s (100 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003654,Sara เม็ดรี แผง 10s (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003764,Tylenol 500 mg bottle 100s (100 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003748,Tylenol 8 Hour (10 tabs),Paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001014,Air-X (10 tabs),Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001089,Air-X Lemon (10 tabs),Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001085,Air-X Orange (10 tabs),Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001088,Air-X Sugar Free (10 tabs),Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001641,Dioxzye (10 tabs),Simethicone,Carminatives & gas relief,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003910,V-Cap (10 cap),Simethicone,Carminatives & gas relief,capsule,reference_exists_but_not_parseable,,,,,,,,,,,,,1,abdominal_gas_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS002655,Mucolid (10 tabs),ambroxol,"Cough, mucolytics & expectorants",tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,1,uri_wet_cough_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001552,Cellufresh (30 tubes),artificial tears,Eye care & ocular lubricants,tube,reference_exists_but_not_parseable,,,,,,,,,,,,,1,eye_irritation_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003679,Systane Ultra Lubricant Eye Drops (10 ml.),artificial tears,Eye care & ocular lubricants,drops,reference_exists_but_not_parseable,,,,,,,,,,,,,1,eye_irritation_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS004035,Vislube (20 tubes),artificial tears,Eye care & ocular lubricants,tube,reference_exists_but_not_parseable,,,,,,,,,,,,,1,eye_irritation_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS001255,Bisolvon (10 tabs),bromhexine,"Cough, mucolytics & expectorants",tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,post_uri_cough_peds|uri_wet_cough_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS004213,Zyrtec (10 tabs),cetirizine,Antihistamines & decongestants,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,allergic_rhinitis_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS044320,Klean & Kare Saline เล็ก (100 ml.),normal saline,Saline & irrigation,irrigation,reference_exists_but_not_parseable,,,,,,,,,,,,,1,allergic_rhinitis_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS008282,Cera ORS รสส้ม (5 sachets),ors,ORS & electrolytes,powder / sachet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,acute_gastroenteritis_peds_mild|acute_watery_diarrhea_peds,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
BDS003762,Tylenol 500 mg strip 10s (10 tabs),paracetamol,General analgesics & antipyretics,tablet,reference_exists_but_not_parseable,,,,,,,,,,,,,2,fever_peds|viral_fever_peds_support,"A same-generic pediatric reference exists, but exact amount per dose could not be parsed safely."
